FactoryName;Factory Type;Product Type Type;Nike, Inc. Brand(s);Events;Supplier Group;Address;City;State;PostalCode;Country;Region;Total Workers;Line Workers;% Female Workers;% Migrant Workers
Fjord, Ltd.;FINISHED GOODS;Apparel;Nike;;TEGRA;3099 N Pacific Highway Suite 100;Woodburn;Oregon;97071;USA;AMERICAS;114;98;95;0
KURIM VIETNAM CO., LTD;MATERIALS;Footwear;Nike;;KURIM;LOT C2 5;Binh Duong;Bình Duong;75100;Vietnam;SE ASIA;386;286;0;0
KKN Apparel Co.,ltd;FINISHED GOODS;Apparel;Nike;Collegiate;NICE APPAREL;KKSEZ Neangkok Paklong Commune  Modulsiem Koh Kong  Cambodia;Koh Kong;Kaoh Kong;09401;Cambodia;SE ASIA;7769;6974;62;0
Top Summit Garment Inc;FINISHED GOODS;Apparel;Nike;Collegiate;SABRINA;National Rd No 4;Kandal;Kandaal;315000;Cambodia;SE ASIA;6030;4229;91;0
HESHENG CO., LTD.;FINISHED GOODS;Equipment;Nike;Collegiate;HESHENG;Lot G14 Que Vo Industrial Park expansion;Bac Ninh;Bc Ninh;16852;Vietnam;SE ASIA;62;58;55;3
Shoetown Lei Zhou Footwear Co., Ltd;FINISHED GOODS - COMPONENTS;Footwear;Nike;Collegiate;SHOETOWN;Lei Nan street;Zhan Jiang City;Guangdong;524200;China;N ASIA;283;251;96;0
Hi-Tech Viet Nam Apparel Co.,Ltd.;FINISHED GOODS;Apparel;Nike;;HI TECH;Block A3.2, Tay An Industrial Zone, Duy Trung Commune;Duy Xuyen District;Qung Nam;560000;Vietnam;SE ASIA;1692;1677;84;0
SHCA GARMENT (CAMBODIA) CO., LTD;FINISHED GOODS;Apparel;Nike;;SHCA GARMENT;Prey Sala Village Roleang Kreul Commune;Samraong Tong ;Kampong Spueu;050106;Cambodia;SE ASIA;543;523;0;2
Longchuan Somona Footwear Co.,Ltd Wuhua Branch;FINISHED GOODS - COMPONENTS;Footwear;Nike;Collegiate;STELLA;Shuizhai Industry Garden;Meizhou;Guangdong;514400;China;N ASIA;882;828;92;0
FORMOSA TING SHO ENT CO LTD (TAIWAN);MATERIALS;Footwear;Nike;;FORMOSA TING SHO;NO 37 SEC 2 ZHONGSHAN RD DACUN;Changhua;Changhua;515;Taiwan;N ASIA;75;20;65;55
B'LAO SPORT COMPANY LIMITED;FINISHED GOODS;Apparel;Nike;;BLAO SPORT;Lot CN 37B Zone C Phong Dien Industrial Zone Phong Dien Ward;Hue;Tha Thiên-Hu;530000;Vietnam;SE ASIA;445;397;0;0
C&W Embroidery, Inc.;FINISHED GOODS;Apparel;Nike;;C&W;386 Hwy 356;Rienzi;Mississippi;38865;USA;AMERICAS;150;110;80;0
SADESA THAILAND Sena;MATERIALS;Footwear;Nike;;SADESA;89 Moo 11 Samkok sena Road;Ayutthaya;Phra Nakhon Si Ayu;13110;Thailand;SE ASIA;574;401;17;0
YSA  MOL;FINISHED GOODS;Apparel;Nike;;YESIM;STR CEBANOV 3a;TARAKLIA;Gagauzia-- Unitate;7402;Moldova;EMEA;392;313;95;0
Long Fa Shoes Industrial Huizhou Co., Ltd.;FINISHED GOODS;Footwear;Nike;Collegiate;DEAN SHOES;LONGTING INDUS. PARK, LONGXI TOWN, BOLUO COUNTY;Huizhou;Guangdong;516121;China;N ASIA;5317;4011;57;0
C.C. Creations;FINISHED GOODS;Apparel;Nike;Collegiate;CC CREATIONS;619 Capitol Pkwy;Bryan;Texas;77807;USA;AMERICAS;282;243;57;0
TNG INVESTMENT AND TRADING JSC - DONG HY GARMENT;FINISHED GOODS;Apparel;Nike;;TNG;Ngoi Cheo Hamlet Nam Hoa Commune ;Thai Nguyen City;Thái Nguyên;25000;Vietnam;SE ASIA;1431;1290;75;0
PT.BERKAH KARYA JAYA SENTOSA;FINISHED GOODS;Apparel;Nike;Collegiate;PT.BERKAH KARYA;KIC Gatot Subroto St block 8F no 07 Ngaliyan;Semarang;Jawa Tengah;50181;Indonesia;S ASIA;132;105;45;0
DONGJIN TEXTILE DYEING HOUSE;FINISHED GOODS - COMPONENTS;Footwear;Nike;;DONGJIN;#16-13 SINSANRO, SA-HA GU, BUSAN, KOREA;SA-HA GU, BUSAN;Busan Gwangyeogsi;49432;South Korea;N ASIA;42;39;16;23
Nan Yang Garment Co., Ltd.;FINISHED GOODS;Apparel;Nike;Collegiate;NAN YANG;99 1 Moo 4 Banna;Wachirabaramee;Phichit;66140;Thailand;SE ASIA;2463;2120;76;18
ELITE APPARATECH LLC;FINISHED GOODS;Apparel;Nike;;ELITE APPARATECH;Street No 5 Long Khanh Industrial Zone;Long Khanh City;Ðng Nai;76000;Vietnam;SE ASIA;1003;779;0;0
PT. Formosa Bag Indonesia;FINISHED GOODS;Equipment;Nike;;FORMOSA;Jl Raya Semarang Puwodadi Km 26 Gebangan Tegowanu;Grobogan;Jawa Tengah;58165;Indonesia;S ASIA;5865;5191;81;1
SNP CO.,LTD.;FINISHED GOODS;Apparel;Nike;;SPORTS CITY;11F., No.585, Ruiguang Rd.;Taipei City;Bình Duong;11492;Vietnam;SE ASIA;2780;2456;90;0
K-L MFG. CO., INC.;FINISHED GOODS;Apparel;Nike;Collegiate;K&L MANUFACTURING;2438 North Ruby Street;Spokane;Washington;99207;USA;AMERICAS;98;92;61;0
Dongguan Stella Footwear Product Creation Co., LTD.;FINISHED GOODS;Footwear;Nike;Collegiate;STELLA;Hou Da Road Da Ling Management District;Dongguan;Guangdong;523835;China;N ASIA;457;290;55;0
MAXPORT LIMITED VIET NAM _ NAM DINH BRANCH MAXPORT 06;FINISHED GOODS;Apparel;Nike;Collegiate;MAXPORT;No 361 Nguyen Van Troi;Nam Dinh;Nam Ðnh;42000;Vietnam;SE ASIA;443;408;87;0
Haiyan Golden Gate Socks Industry Co., Ltd;FINISHED GOODS;Equipment;Nike;;HAIYAN;No 15 Zhangqiao Village;Haiyan;Zhejiang;314300;China;N ASIA;70;52;52;0
Blue Star Graphics;FINISHED GOODS;Apparel;Nike;;BLUE STAR;15825 Gateway Drive;Frisco;Texas;75033;USA;AMERICAS;45;41;65;0
Germton Development Company Limited;FINISHED GOODS;Apparel;Nike;;GERMTON DEVELOPMENT;Doi 30 Industrial Clusters ;Phu Ninh District;Qung Nam;52706;Vietnam;SE ASIA;495;457;0;0
SHAHI EXPORTS PVT LTD, UNIT 37;FINISHED GOODS;Apparel;Nike;;SHAHI;SY NO  256 P 252 P AND 96 P;MYSORE;Karnataka;570018;India;S ASIA;1863;1827;89;0
PT. POU YUEN INDONESIA;FINISHED GOODS;Footwear;Nike;;POU CHEN;JALAN RAYA CIANJUR BANDUNG KM7, KAMPUNG LEMBUR SAWAH;CIANJUR;Jawa Barat;43284;Indonesia;S ASIA;12122;9959;57;0
PT. Glorystar Wisesa;FINISHED GOODS;Apparel;Nike;;GLORYSTAR WISESA;Jl Raya Cirebon Bandung Paningkiran Sumberjaya;Majalengka;Jawa Barat;45455;Indonesia;S ASIA;585;541;95;0
Bharath (INDIA);FINISHED GOODS - COMPONENTS;Footwear;Nike;Collegiate;BHARATH;No 11 1G;Ranipet;Tamil Nadu;632401;India;S ASIA;31;24;0;0
Long Chuan Simona Footwear Co. Ltd;FINISHED GOODS;Footwear;Nike;Collegiate;STELLA;Xin cheng Long Chuan;HeYuan;Guangdong;517300;China;N ASIA;4537;3848;87;0
Cassia Garment Company Limited;FINISHED GOODS;Apparel;Nike;;RAMATEX;287 289 Suksawad 30 Suksawad Road Bangpakok;Rathjaburana;Bangkok;10140;Thailand;SE ASIA;764;638;64;91
Iruna Comunicacion Textil - SERISUR;FINISHED GOODS;Apparel;Nike;;IRUNA;Poligono Industrial La Rosa V;Chauchina-Granada;Andalucía;18330;Spain;EMEA;16;13;50;0
Minone Enterprises Co Ltd;FINISHED GOODS;Equipment;Nike;;MINONE;253 MOO 6 NONGBOT SUBDISTRICT;NANGRONG;Buri Ram;31110;Thailand;SE ASIA;483;439;77;0
MAS FABRICS (PRIVATE) LIMITED – INTIMO DIVISION;MATERIALS;Apparel;Nike;;MAS HOLDINGS;MAS Fabric Park;Thulhiriya;Kurunegala;71610;Sri Lanka;S ASIA;1271;1188;21;0
TUNTEX SOC TRANG VIETNAM CO.LTD;FINISHED GOODS;Apparel;Nike;Collegiate;TUNTEX;Lot H  An Nghiep Industrial Zone  An Ninh Commune;Can Tho;Sóc Trang;94000;Vietnam;SE ASIA;1897;1446;88;1
TEIJIN CORDLEY LTD (TAIWAN OKAHATA CO LTD) (JAPAN);MATERIALS;Footwear;Nike;;TEIJIN CORDLEY;1 446 NAGAHISA NAGAHISA CHO OHDA;Shimane;Simane;693-0007;Japan;N ASIA;183;160;30;0
PT. TKG TAEKWANG INDONESIA;FINISHED GOODS;Footwear;Nike;;TAEKWANG;Belendung II RT 17 RW 06;Belendung, Cibogo;Jawa Barat;41285;Indonesia;S ASIA;26020;23224;87;0
Universal Sporting Goods (Thai) Co., Ltd.;FINISHED GOODS;Apparel;Nike;;UNIVERSAL;91 Moo 1 Petchakasern Rd Soi Wattheintad T Banmai;samphan;Nakhon Pathom;73110;Thailand;SE ASIA;457;419;79;42
VIETNAM CHINGLUH SHOES CO.,LTD - VINH LONG BRANCH II;FINISHED GOODS;Footwear;Nike;;CHING LUH;HOA PHU INDUSTRIAL PARK;LONG HO DISTRICT;Vinh Long;890000;Vietnam;SE ASIA;693;494;45;0
M.I.I.T. CO., LTD;FINISHED GOODS;Apparel;Nike;;M.I.I.T. CO;30 9 Moo 1;Mueang Samutsakhon;Samut Sakhon;74000;Thailand;SE ASIA;393;315;72;96
M S STYLE TEXTILE (PVT.) LIMITED (SUNDER) - unit VI;FINISHED GOODS;Apparel;Nike;;STYLE TEXTILE;PLOT NO 143 to 146 and 151 to 155;Lahore;Punjab;53801;Pakistan;S ASIA;4131;3988;15;0
ARTFX INC.;FINISHED GOODS;Apparel;Nike;;TEGRA;3801 E Princess Anne Rd.;Norfolk;Virginia;23502;USA;AMERICAS;308;261;38;0
VIET THINH GARMENT JOINT STOCK COMPANY;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;58 Thoai Ngoc Hau street;HO CHI MINH;Ho Chi Minh;84;Vietnam;SE ASIA;1625;1345;77;0
MING YANG INDUSTRY (CAMBODIA) CO., LTD;FINISHED GOODS;Equipment;Nike;;MINGYANG; Kong Pisei District Kampong Speu Province;Phnom Penh;Kampong Spueu;050311;Cambodia;SE ASIA;670;623;0;2
PT. Feng Tay Indonesia Enterprises;FINISHED GOODS;Footwear;Nike;;FENG TAY;Jl Raya Banjaran Km 14 6;Bandung;Jawa Barat;40376;Indonesia;S ASIA;14311;12238;64;0
Nantong Golden Yuelai Gym Equipment Co., Ltd;FINISHED GOODS;Equipment;Nike;;NANTONG GOLDEN; No 76 Xincheng Road;Haimen;Jiangsu;226131;China;N ASIA;171;115;34;0
Haivina Co., Ltd.;FINISHED GOODS;Equipment;Nike;;HAIVINA;Lang Xuyen village;Hai Duong province;Hi Duong;170000;Vietnam;SE ASIA;2353;2097;96;0
Hoosier Manufacturing - HM4;FINISHED GOODS;Apparel;Nike;Collegiate;INDIANA KNITWEAR;Km 28 and 5 Carretera al Pacifico;Bodegas GC;Guatemala;01063;Guatemala;AMERICAS;854;815;60;1
FASHION GARMENTS 2 CO., LTD. - TAN PHU BRANCH;FINISHED GOODS;Apparel;Nike;;FASHION GARMENTS;Tan Phu Industrial Zone Tan Phu District;Tan Phu district;Ðng Nai;76800;Vietnam;SE ASIA;3137;2751;80;0
ANNIC II S.A.;FINISHED GOODS;Apparel;Nike;Collegiate;GILDAN;Las Palmeras Industrial Park;Masatepe;Managua;42600;Nicaragua;AMERICAS;7769;7688;57;0
FASHION GARMENTS 2 CO., LTD;FINISHED GOODS;Apparel;Nike;;HIRDARAMANI;Lot 4, Road 13A, Bien Hoa Industrial Zone 2, Long Binh Ward;Bien Hoa;Ðng Nai;810000;Vietnam;SE ASIA;1832;1676;85;0
PT. Grand Best Indonesia;FINISHED GOODS;Apparel;Nike;Collegiate;TUNTEX;Jl Coaster No 8 Blok B 18 19 20 21 22;SEMARANG;Jawa Tengah;50174;Indonesia;S ASIA;1591;1458;94;0
ENPING E-MART ENTERPRISE CO., LTD.,;MATERIALS;Footwear;Nike;;COSMOPOLITAN TEXTILE;Liu Jia Song Industrial Park Dahuai Town;Enping City;Guangdong;529467;China;N ASIA;116;92;0;0
Chang Tai Song Lin Woven Belt Co. LTD;MATERIALS;Apparel;Nike;;CHI YANG RIBBON;Xin Tai Industrial Zone;Zhang Zhou;Fujian;363900;China;N ASIA;115;102;70;0
SHAN BEEN JEOU INDUSTRIAL CO LTD (TAIWAN);MATERIALS;Footwear;Nike;;SHAN BEEN;NO 60 LANE 132 SHA TIAN ROAD SECTION 2 DA DU DISTRICT;Taichung;Taichung;43244;Taiwan;N ASIA;91;66;53;36
YKK VIETNAM CO., LTD;MATERIALS;Apparel;Nike;;YKK;Lot 10 N2 Road Nhon Trach III Industrial Zone  Phase 2;Nhon Trach;Ðng Nai;810000;Vietnam;SE ASIA;2059;1892;1;0
Qingdao Qien Sporting Goods Co.,Ltd;FINISHED GOODS;Equipment;Nike;;QINGDAO QIEN;Number 8 Yanghui Road;Qingdao;Shandong;266232;China;N ASIA;32;21;19;0
YieChang Industrial Co., Ltd.;FINISHED GOODS;Equipment;Nike;Collegiate;YIECHONG;No 389 Shuiyuan Rd  Fengyuan Dist;Taichung;Taichung;420076;Taiwan;N ASIA;16;12;70;0
GOLD LONG JOHN (INDONESIA);FINISHED GOODS - COMPONENTS;Footwear;Nike;;GOLD LONG JOHN;Jl Raya Batujajar KM 3 5 desa giriasih;Kecamatan Batujajar;Jawa Barat;40561;Indonesia;S ASIA;400;184;10;4
Skytex Mexico S.A de C.V.;MATERIALS;Apparel;Nike;;SABRINA;Calle Parque Industrial Manzana J y K;Huejotzingo;Puebla;74160;Mexico;AMERICAS;1600;1400;0;0
PT. Gelindo Garmentama;FINISHED GOODS;Apparel;Nike;;EAGLE NICE;Jalan Cangkuang Kulon No 38;Bandung;Jawa Barat;40239;Indonesia;S ASIA;2109;1872;55;0
RS/Tupa Ind. De Plastico Ltda;FINISHED GOODS - COMPONENTS;Footwear;Nike;;RS TUPA INDUSTRIA DE PLASTICOS;Rua Ivo Johann, 10;Novo Hamburgo;Rio Grande do Sul;93546640;Brazil;AMERICAS;175;127;73;0
Chuzhou Korrun Future Luggage Products Co., Ltd;FINISHED GOODS;Equipment;Nike;;FORMOSA;1 Building  No 708 Huizhou North Road;Chuzhou;Anhui;239000;China;N ASIA;627;525;65;0
Pro Kingtex Vietnam Co., Ltd;FINISHED GOODS;Apparel;Nike;;EAGLE NICE;D10/89 Q National High Way 1A Tan Tao Ward Binh Tan District;HO CHI MINH CITY;Ho Chi Minh;700000;Vietnam;SE ASIA;2037;1979;83;1
Nan Yang Garment;FINISHED GOODS;Apparel;Nike;Collegiate;NAN YANG;37 Moo 5 Ladyao Banrai Rd;Ladyao Nakhonsawan;Nakhon Sawan;60150;Thailand;SE ASIA;1201;1010;78;0
PT Batang Apparel Indonesia;FINISHED GOODS;Apparel;Nike;;ONTIDE;Nanom Desa Wringin Gintung Kecamatan;Batang;Jawa Tengah;51261;Indonesia;S ASIA;2603;2549;84;0
BAIKSAN (CHINA);MATERIALS;Footwear;Nike;;BAIKSAN;No 1 Zhenxing Road;Dongguan;Guangdong;523950;China;N ASIA;184;143;30;0
R. A. INTERTRADING S. A.;FINISHED GOODS;Apparel;Nike;;RA INTERTRADING;JOSE IGNACIO RUCCI 3951;CAPITAL FEDERAL;Buenos Aires;C1439FVQ;Argentina;AMERICAS;810;700;45;60
Fairway Enterprises Company Limited (India Branch) -  Unit 2;FINISHED GOODS;Footwear;Nike;;FENG TAY;Plot No G 1C Unit 2 SIPCOT Industrial Park ;Krishnagiri;Tamil Nadu;635304;India;S ASIA;4138;3360;80;0
TKG TAEKWANG VINA JOINT STOCK COMPANY BRANCH 2;FINISHED GOODS;Footwear;Nike;;TAEKWANG;KCN Agtex Long Binh;Bien Hoa;Ðng Nai;70000;Vietnam;SE ASIA;10593;9714;88;0
PMI Joinease plastic & metal products;FINISHED GOODS;Equipment;Nike;;PMI JOINEASE;Mutoutan Group No 2 Lizhidun Villiage;Hui Zhou;Guangdong;516131;China;N ASIA;1125;910;49;0
TKG ECO MATERIAL SYNTHETIC (VIETNAM);MATERIALS;Footwear;Nike;;TKG ECO MATERIAL;Lot 45 18 02 Road N14 Phuoc Dong Industrial Park;Tay Ninh;Tây Ninh;840000;Vietnam;SE ASIA;502;383;27;0
LI CHENG ENTERPRISE VIET NAM CO., LTD;FINISHED GOODS - COMPONENTS;Footwear;Nike;;LI CHENG ENTERPRISE;Nhon Trach 6 industrial zone;Bien Hoa;Ðng Nai;76000;Vietnam;SE ASIA;87;68;0;15
Ningbo Shenzhou Knitting Co. Ltd;FINISHED GOODS;Apparel;Nike;Collegiate;SHENZHOU;50 TianMuShan Road;Ningbo;Zhejiang;315800;China;N ASIA;2423;2272;71;0
Southern Apparel Contractors S.A. The Arena;FINISHED GOODS;Apparel;Nike;;TEGRA;ZOLI INHDELVA SPS El Guanal;San Pedro Sula;Cortés;21103;Honduras;AMERICAS;5732;4181;54;0
JIAXING KANAAN BAG R&D CO.,LTD;FINISHED GOODS;Equipment;Nike;;KANAAN;Industrial Zone Qixing Town Nanhu District;Jiaxiang;Zhejiang;314002;China;N ASIA;110;28;80;0
GB LIGHT CO LTD;MATERIALS;Footwear;Nike;;GB LIGHT;22 Beombang 3ro 30beon gil;Gangseo Gu;Busan Gwangyeogsi;46727;South Korea;N ASIA;109;38;0;0
AROMA SUCCESS GARMENT CO., LTD;FINISHED GOODS;Apparel;Nike;Collegiate;SABRINA;Taing Kantout Village;Phnom Penh;Kampong Spueu;050107;Cambodia;SE ASIA;1340;1189;90;0
RJ Liebe Athletic Lettering Co.;FINISHED GOODS;Apparel;Nike;;RJ LIEBE ATHLETIC LETTERING;582 Goddard Ave;Chesterfield;Missouri;63005;USA;AMERICAS;22;10;60;0
Redwall;FINISHED GOODS;Apparel;Nike;Collegiate;REDWALL;7655 S 6th St;Oak Creek;Wisconsin;53154;USA;AMERICAS;148;113;0;0
Ortholite India Pvt Ltd.;FINISHED GOODS - COMPONENTS;Footwear;Nike;;ORTHOLITE;No 28 3C1;AMBUR;Tamil Nadu;635802;India;S ASIA;250;163;0;0
JiangSu HongBao Sporting Goods Co., Ltd.;FINISHED GOODS;Equipment;Nike;Collegiate;YEGIN;No 3 Building ShangShui Industry;HuaiAn;Jiangsu;223400;China;N ASIA;362;331;86;0
SAMBU FINE CHEMICAL CO LTD (VIETNAM);FINISHED GOODS - COMPONENTS;Footwear;Nike;;SAMBU FINE CHEMICAL;Dong Xoai1 Industrial Park;Tan Thanh Commune Dong Xoai City;Bình Phuc;67108;Vietnam;SE ASIA;177;97;30;9
Jiangsu Asian Sourcing Headwear MFG. CO., Ltd;FINISHED GOODS;Apparel;Nike;Collegiate;ASIAN SOURCING HEADWEAR;No  2 South Guangzhou Road;Huai An;Jiangsu;223005;China;N ASIA;953;864;86;0
Regent Garment Factory Limited - Business location- Regent 2;FINISHED GOODS;Apparel;Nike;;CRYSTAL;KCN Lai Vu, H.Kim Thanh, T. Hai Duong;Hai Duong;Hai Phong;170000;Vietnam;SE ASIA;1127;936;80;0
MAS KREEDA  Vaanavil ;FINISHED GOODS;Apparel;Nike;;MAS HOLDINGS;Plot No 2 Agriculture Faculty Road;Kilinochchi;Kilinochchi;42000;Sri Lanka;S ASIA;1544;1300;67;0
AHP APPARELS PVT.LTD. UNIT 61;FINISHED GOODS;Apparel;Nike;Collegiate;SHAHI;SY NO 34 35 37 A TO 37H;SHIKARIPURA, SHIVAMOGGA;Karnataka;577427;India;S ASIA;2005;1914;75;0
PT Lucky Textile Semarang Demak;FINISHED GOODS;Apparel;Nike;Collegiate;TUNTEX;Jl Raya Semarang Demak KM 21;Demak;Jawa Tengah;59517;Indonesia;S ASIA;1675;1373;95;0
HUBEI TOP EAGLE GARMENT LTD.;FINISHED GOODS;Apparel;Nike;Collegiate;NICE APPAREL;EAST INDUSTRIAL PARK ECONOMIC DVELOPMENT ZONE;Songzi Hubei;Hubei;434200;China;N ASIA;238;199;93;0
Style Textile (Pvt) Limited (QIE);FINISHED GOODS;Apparel;Nike;;STYLE TEXTILE;126 by 3 Industrial Area  Kot Lakhpat;Lahore;Punjab;54770;Pakistan;S ASIA;3066;2668;17;0
SHINTA WOOSUNG PT (INDONESIA);MATERIALS;Footwear;Nike;;SHINTA WOOSUNG;JL RAYA KOPO MAJA KM 1;Serang;Banten;42100;Indonesia;S ASIA;246;198;48;13
LELABPLUS;FINISHED GOODS;Apparel;Nike;;LELAB;26 rue Robert Witchitz;Ivry sur Seine;Île-de-France;94200;France;EMEA;14;10;62;100
DONGGUAN JINGSHENG GARMENTS CO.,LTD;FINISHED GOODS;Apparel;Nike;;CRYSTAL;Building 3 No 6 Wanfeng Road;Dongguan;Guangdong;523570;China;N ASIA;262;258;59;0
SP Apparel Inc.;FINISHED GOODS;Apparel;Nike;;SP APPAREL;6935 rue Picard;St-Hyacinthe;Quebec;J2S 1H3;Canada;AMERICAS;255;200;80;5
You Young;FINISHED GOODS - COMPONENTS;Footwear;Nike;;YOU YOUNG;14 Sinsan ro;Busan;Busan Gwangyeogsi;49432;South Korea;N ASIA;137;44;24;0
JOOWON VINA CO., LTD.;MATERIALS;Footwear;Nike;;JOOWON TECH;Road 8 Nhon Trach 1 Industrial Zone;NHON TRACH DISTRICT;Ðng Nai;810000;Vietnam;SE ASIA;350;292;0;0
League Optical(Zhongshan) Workshop Limited;FINISHED GOODS;Equipment;Nike;;ARTS OPTICAL;Yaguan building 3;Zhongshan;Guangdong;528463;China;N ASIA;61;57;51;0
Oregon Screen Impressions, Inc.;FINISHED GOODS;Apparel;Nike;;OREGON SCREEN IMPRESSIONS;3580 NE Broadway;Portland;Oregon;97232;USA;AMERICAS;92;69;65;0
SHENZHEN PENGYIFA INDUSTRIAL CO, LTD;FINISHED GOODS;Apparel;Nike;;SHENZHEN PENGYIFA;2ND FLOOR BUILDING A;SHENZHEN GUANGMING DISTRICT;Guangdong;518107;China;N ASIA;45;28;43;0
ZheJiang Clis Fashion Co., Ltd.;FINISHED GOODS;Apparel;Nike;;ZHEJIANG XIANCHEN IMPORT AND EXPORT;No 10 Bldg No 39 Xiangyuan Road;Hangzhou;Zhejiang;310012;China;N ASIA;42;27;0;0
TNG Investment and Trading JSC - Dai Tu Garment Branch;FINISHED GOODS;Apparel;Nike;;TNG;Tien Hoi Commune Dai Tu District Thai Nguyen Province;Thai Nguyen;Thái Nguyên;240000;Vietnam;SE ASIA;1993;1829;75;0
HUAFENG HAPTIC;FINISHED GOODS - COMPONENTS;Footwear;Nike;;HUA FENG TEXTILE;GF Building D10, Hua Feng Sporting Goods Industrial Park;Putian;Fujian;351144;China;N ASIA;88;73;64;0
SPRINGFEEL POLYURETHANE FOAMS PVT LTD;MATERIALS;Footwear;Nike;;SPRINGFEEL POLYURETHANE;51 2A KELAMBAKKAM VANDALUR ROAD;Kelambakkam;Tamil Nadu;603103;India;S ASIA;291;246;0;0
Zao Zhuang RuiXing Shoes Co., Ltd;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;No3 FuXing East Road Economic Development Zone;Zaozhuang City;Shandong;277300;China;N ASIA;1297;1207;99;0
TRIMCO GROUP (ZHEJIANG) CO LTD;FINISHED GOODS - COMPONENTS;Apparel;Nike;;TRIMCO GROUP;No 236 Xin Lang Road;Yu Yao City;Zhejiang;315480;China;N ASIA;310;208;53;0
HI-TECH APPAREL CO.,LTD. (SUPANBURI BRANCH);FINISHED GOODS;Apparel;Nike;Collegiate;HI TECH;295 MOO 1 TAMBOL DONKAMYAN;Suphanburi;Suphan Buri;72000;Thailand;SE ASIA;416;394;77;18
YongZhou Kaixiang Shoetown Footwear Co., Ltd. NOT A FINISHED GOODS FACILITY;FINISHED GOODS - COMPONENTS;Footwear;Nike;Collegiate;SHOETOWN;#421, Dongxin Road, BaiyashiTown;Yongzhou;Hunan;425900;China;N ASIA;1016;928;92;0
Sarasavi Exports (Pvt) Ltd;FINISHED GOODS;Equipment;Nike;;SARASAVI;No 375 A  High Level Road  Makumbura  Pannipitiya;Makumbura;Colombo;10200;Sri Lanka;S ASIA;456;349;0;0
Blue Ridge Designs LLC;FINISHED GOODS;Apparel;Nike;;BLUE RIDGE DESIGNS;358 INDUSTRIAL PARK DRIVE;HILLSVILLE;Virginia;24343;USA;AMERICAS;70;64;65;25
Brandix Apparel Solutions (Pvt) Limited – Essentials, Batticaloa;FINISHED GOODS;Apparel;Nike;;BRANDIX ASIA HOLDINGS;449 New Kalmunai Road Aryampathy Batticaloa;Batticaloa;Batticaloa;30000;Sri Lanka;S ASIA;3245;2967;86;0
FOOTMARK CAMBODIA CORPORATION;FINISHED GOODS;Apparel;Nike;;FOOTMARK;Sangkat Kantouk  Khan Posencey;Phnom Penh;Kandaal;12101;Cambodia;SE ASIA;124;109;84;0
SEYANG CORPORATION VIETNAM;FINISHED GOODS;Apparel;Nike;;SEYANG;PLOT NO. 54, NHAT TAN INDUSTRIAL COMPLEX, NHAT TAN COMMUNE,;KIMBANG DISTRICT;Hà Nam;400000;Vietnam;SE ASIA;320;280;90;0
SeoHeung Co., Ltd. (3D Printer Center);MATERIALS;Footwear;Nike;;SEOHEUNG;87 JangnimBeonyeong ro;Busan;Busan Gwangyeogsi;49464;South Korea;N ASIA;48;1;0;0
Fanatics Licensed Sports Group;FINISHED GOODS;Apparel;Nike;;FANATICS;2320 Newlins Mill Rd;Easton;Pennsylvania;18045;USA;AMERICAS;523;425;65;0
All Wells International Co., Ltd.;FINISHED GOODS;Footwear;Nike;;SPORTS GEAR;81 Road Toc Tien Commune Phu My Town;Phu My;Bà Ra - Vung Tàu;790000;Vietnam;SE ASIA;3025;2258;81;0
Germton Industrial Company Ltd.;FINISHED GOODS;Apparel;Nike;;GERMTON;Dong Que Son IP Huong An  Que Son  Quang Nam Province;Huong An Town;Qung Nam;560000;Vietnam;SE ASIA;2703;2150;89;0
Fashion Garments Company Limited;FINISHED GOODS;Apparel;Nike;;FASHION GARMENTS;Tam Thang Industrial Zone;TAMKY;Qung Nam;51100;Vietnam;SE ASIA;2185;1907;80;0
HI TECH APPAREL CO LTD, BRANCH 70;FINISHED GOODS;Apparel;Nike;;HI TECH;5 18 Soi suksawat;Bangkru;Samut Prakan;10130;Thailand;SE ASIA;1009;952;60;89
Tiong Liong Vietnam (VIETNAM ZHONGJU INDUSTRIAL COMPANY LIMITED);MATERIALS;Footwear;Nike;;TIONG LIONG GROUP;Lot B 2A CN;Ho Chi Minh City;Ho Chi Minh;75700;Vietnam;SE ASIA;247;70;0;33
CHI YANG RIBBON;FINISHED GOODS - COMPONENTS;Apparel;Nike;Collegiate;CHI YANG RIBBON;NO219 Guan Hai BLVD Bali district;New Taipei;New Taipei;249;Taiwan;N ASIA;58;36;71;22
HUNG LONG GARMENT AND SERVICE JOINT STOCK COMPANY;FINISHED GOODS;Apparel;Nike;;HUNG LONG GARMENT;NGUYEN VAN LINH STREET;MY HAO;Hung Yên;17000;Vietnam;SE ASIA;1850;1600;70;0
Nantong Nafung Gym Equipment Co.,Ltd;FINISHED GOODS;Equipment;Nike;;NANTONG NAFUNG;Group 2 Tongshan Village Yuelai Town Haimen District;Nantong;Jiangsu;226131;China;N ASIA;155;117;54;0
MAXIM LABEL & PACKAGING (INDIA) PVT LTD;MATERIALS;Apparel;Nike;;MAXIM;No 54 KIADB High tech Defense and Aerospace Park;Bangalore;Karnataka;560149;India;S ASIA;106;54;0;0
